ID_Trans;Data;ID_Loja;ID_Produto;ID_Cliente;UnidadesVendidas;ValorTotal;Promo
38;04/01/2022;5;123003;90058;3;R$ 83,97;0
39;04/01/2022;4;123009;90048;4;R$ 367,96;0
40;04/01/2022;3;123007;90024;2;R$ 119,98;0
41;04/01/2022;6;123008;90035;1;R$ 89,99;0
42;04/01/2022;4;123009;90059;1;R$ 91,99;0
43;04/01/2022;3;123005;90080;2;R$ 99,98;0
44;04/01/2022;7;123005;90019;2;R$ 99,98;0
45;04/01/2022;4;123008;90049;3;R$ 269,97;0
46;05/01/2022;7;123009;90027;2;R$ 183,98;0
47;05/01/2022;2;123007;90074;2;R$ 119,98;0
48;05/01/2022;5;123005;90069;3;R$ 134,97;0
49;06/01/2022;8;123005;90027;1;R$ 49,99;0
50;06/01/2022;4;123000;90098;4;R$ 79,96;0
51;06/01/2022;10;123005;90022;3;R$ 149,97;0
52;06/01/2022;7;123006;90064;4;R$ 223,96;0
53;06/01/2022;9;123008;90037;2;R$ 179,98;0
54;07/01/2022;1;123004;90001;3;R$ 107,97;0
55;07/01/2022;7;123002;90016;2;R$ 55,98;0
56;07/01/2022;4;123002;90008;2;R$ 55,98;0
57;07/01/2022;3;123003;90050;3;R$ 83,97;0
58;07/01/2022;10;123001;90026;3;R$ 77,97;0
59;07/01/2022;2;123003;90056;3;R$ 83,97;0
60;07/01/2022;8;123001;90067;3;R$ 77,97;0
61;07/01/2022;10;123002;90088;2;R$ 50,38;1
62;07/01/2022;10;123004;90093;2;R$ 64,78;1
63;07/01/2022;5;123005;90018;2;R$ 99,98;0
64;07/01/2022;5;123003;90096;3;R$ 83,97;0
65;07/01/2022;2;123001;90066;2;R$ 51,98;0
66;07/01/2022;8;123004;90055;3;R$ 107,97;0
67;07/01/2022;10;123005;90002;2;R$ 89,99;0
68;07/01/2022;7;123008;90096;1;R$ 89,99;0
69;07/01/2022;4;123000;90091;1;R$ 17,99;0
70;07/01/2022;9;123008;90085;2;R$ 179,98;0
71;07/01/2022;9;123007;90078;3;R$ 161,97;0
72;07/01/2022;3;123003;90081;3;R$ 83,97;0
73;07/01/2022;3;123003;90064;2;R$ 50,38;1
74;07/01/2022;3;123005;90098;3;R$ 134,97;0
75;07/01/2022;3;123006;90075;1;R$ 50,39;1
76;07/01/2022;4;123008;90015;1;R$ 89,99;0
77;07/01/2022;7;123006;90043;2;R$ 111,98;0
78;07/01/2022;7;123003;90035;1;R$ 27,99;0
79;07/01/2022;1;123006;90044;3;R$ 151,17;1
80;07/01/2022;8;123002;90043;3;R$ 83,97;0
81;07/01/2022;5;123001;90036;3;R$ 70,17;1
82;07/01/2022;7;123008;90011;3;R$ 269,97;0
83;07/01/2022;2;123005;90046;2;R$ 99,98;0
84;07/01/2022;4;123005;90015;1;R$ 49,99;0
85;07/01/2022;3;123000;90020;4;R$ 79,96;0
86;07/01/2022;2;123002;90083;2;R$ 55,98;0
87;07/01/2022;5;123009;90090;4;R$ 367,96;0
88;07/01/2022;8;123008;90002;1;R$ 89,99;0
89;07/01/2022;9;123005;90054;3;R$ 149,97;0
90;07/01/2022;5;123005;90019;3;R$ 149,97;0
91;07/01/2022;7;123006;90035;2;R$ 111,98;0
92;08/01/2022;3;123004;90091;3;R$ 107,97;0
93;08/01/2022;1;123003;90072;2;R$ 55,98;0
94;08/01/2022;5;123008;90005;4;R$ 359,96;0
95;08/01/2022;3;123009;90058;3;R$ 275,97;0
96;08/01/2022;6;123000;90061;3;R$ 59,97;0
97;08/01/2022;8;123004;90070;2;R$ 64,78;1
98;09/01/2022;4;123008;90038;4;R$ 359,96;0
99;09/01/2022;6;123002;90060;2;R$ 55,98;0
100;09/01/2022;7;123004;90008;1;R$ 35,99;0
101;09/01/2022;9;123008;90098;3;R$ 269,97;0
102;09/01/2022;8;123007;90018;4;R$ 239,96;0
103;09/01/2022;2;123006;90003;2;R$ 111,98;0
104;09/01/2022;5;123007;90034;1;R$ 59,99;0
105;09/01/2022;9;123002;90028;1;R$ 27,99;0
106;09/01/2022;2;123007;90072;2;R$ 119,98;0
107;09/01/2022;7;123004;90076;2;R$ 71,98;0
108;09/01/2022;9;123003;90078;3;R$ 83,97;0
109;09/01/2022;8;123004;90003;3;R$ 107,97;0
110;09/01/2022;2;123002;90015;3;R$ 83,97;0
111;09/01/2022;2;123005;90062;2;R$ 99,98;0
112;09/01/2022;2;123000;90045;3;R$ 59,97;0
113;09/01/2022;8;123008;90069;2;R$ 161,98;0
114;09/01/2022;3;123003;90087;1;R$ 27,99;0
115;09/01/2022;3;123004;90011;3;R$ 107,97;0
116;09/01/2022;7;123001;90074;1;R$ 23,39;1
117;09/01/2022;2;123004;90046;1;R$ 35,99;0
118;09/01/2022;6;123005;90059;2;R$ 99,98;0
119;09/01/2022;8;123002;90085;3;R$ 83,97;0
120;09/01/2022;8;123006;90007;2;R$ 111,98;0
121;09/01/2022;6;123002;90008;4;R$ 111,96;0
122;09/01/2022;3;123006;90075;3;R$ 167,97;0
123;10/01/2022;4;123004;90058;3;R$ 107,97;0
124;10/01/2022;5;123003;90014;2;R$ 50,38;1
125;10/01/2022;9;123000;90087;2;R$ 39,98;0
126;10/01/2022;10;123008;90019;2;R$ 179,98;0
127;10/01/2022;3;123008;90002;2;R$ 179,98;0
128;10/01/2022;2;123005;90028;2;R$ 99,98;0
129;10/01/2022;3;123001;90075;2;R$ 51,98;0
130;10/01/2022;6;123004;90078;3;R$ 107,97;0
131;10/01/2022;10;123009;90010;4;R$ 331,16;1
132;10/01/2022;10;123008;90040;1;R$ 89,99;0
133;10/01/2022;7;123001;90038;2;R$ 51,98;0
134;10/01/2022;7;123005;90036;2;R$ 99,98;0
135;10/01/2022;3;123002;90016;3;R$ 83,97;0
136;10/01/2022;6;123001;90085;2;R$ 46,78;1
137;10/01/2022;1;123002;90086;3;R$ 83,97;0
138;10/01/2022;3;123007;90011;2;R$ 119,98;0
139;10/01/2022;5;123007;90091;2;R$ 119,98;0
140;10/01/2022;7;123001;90081;2;R$ 51,98;0
141;10/01/2022;6;123000;90063;3;R$ 59,97;0
142;10/01/2022;5;123007;90011;2;R$ 119,98;0
143;10/01/2022;6;123004;90088;1;R$ 35,99;0
144;10/01/2022;6;123003;90036;4;R$ 111,96;0
145;10/01/2022;9;123005;90044;1;R$ 49,99;0
146;10/01/2022;2;123002;90026;2;R$ 55,98;0
147;10/01/2022;9;123006;90003;2;R$ 111,98;0
148;10/01/2022;4;123004;90050;3;R$ 107,97;0
149;10/01/2022;7;123003;90024;1;R$ 27,99;0
150;10/01/2022;9;123005;90012;1;R$ 49,99;0
151;10/01/2022;6;123006;90047;4;R$ 223,96;0
152;11/01/2022;7;123007;90014;4;R$ 239,96;0
153;11/01/2022;9;123003;90028;2;R$ 55,98;0
154;11/01/2022;3;123001;90015;3;R$ 77,97;0
155;11/01/2022;1;123009;90075;1;R$ 91,99;0
156;11/01/2022;9;123008;90087;2;R$ 179,98;0
157;11/01/2022;7;123004;90051;3;R$ 107,97;0
158;11/01/2022;5;123008;90025;3;R$ 269,97;0
159;11/01/2022;8;123000;90062;1;R$ 19,99;0
160;12/01/2022;6;123005;90028;1;R$ 49,99;0
161;12/01/2022;5;123001;90022;3;R$ 70,17;1
162;12/01/2022;3;123006;90070;3;R$ 167,97;0
163;12/01/2022;8;123004;90027;2;R$ 71,98;0
164;12/01/2022;9;123001;90083;2;R$ 46,78;1
165;12/01/2022;6;123002;90073;2;R$ 55,98;0
166;12/01/2022;4;123004;90029;3;R$ 107,97;0
167;12/01/2022;4;123005;90016;2;R$ 99,98;0
168;12/01/2022;9;123002;90012;2;R$ 55,98;0
169;12/01/2022;3;123004;90002;2;R$ 71,98;0
170;12/01/2022;4;123008;90065;2;R$ 179,98;0
171;12/01/2022;3;123006;90082;3;R$ 167,97;0
172;12/01/2022;2;123000;90070;2;R$ 39,98;0
173;13/01/2022;3;123001;90049;2;R$ 51,98;0
174;13/01/2022;8;123001;90045;3;R$ 77,97;0
175;13/01/2022;9;123003;90089;2;R$ 55,98;0
176;13/01/2022;6;123008;90013;1;R$ 89,99;0
177;13/01/2022;10;123008;90090;2;R$ 179,98;0
178;13/01/2022;3;123004;90060;2;R$ 71,98;0
179;13/01/2022;9;123008;90032;2;R$ 161,98;0
180;13/01/2022;6;123008;90065;3;R$ 269,97;0
181;13/01/2022;5;123008;90009;1;R$ 80,99;0
182;13/01/2022;9;123006;90053;2;R$ 111,98;0
183;13/01/2022;3;123001;90076;3;R$ 77,97;0
184;13/01/2022;2;123007;90083;1;R$ 59,99;0
185;13/01/2022;9;123003;90006;2;R$ 55,98;0
186;13/01/2022;4;123004;90027;3;R$ 107,97;0
187;13/01/2022;6;123002;90057;3;R$ 83,97;0
188;13/01/2022;9;123008;90002;2;R$ 179,98;0
189;13/01/2022;9;123001;90053;1;R$ 25,99;0
190;13/01/2022;2;123000;90013;1;R$ 19,99;0
191;13/01/2022;8;123001;90004;2;R$ 51,98;0
192;13/01/2022;8;123000;90095;2;R$ 35,98;0
193;13/01/2022;5;123000;90052;2;R$ 39,98;0
194;13/01/2022;4;123008;90034;3;R$ 269,97;0
195;13/01/2022;8;123003;90023;3;R$ 83,97;0
196;13/01/2022;1;123005;90015;3;R$ 149,97;0
197;13/01/2022;5;123001;90014;2;R$ 46,78;1
198;13/01/2022;9;123001;90072;2;R$ 46,78;1
199;13/01/2022;4;123005;90005;1;R$ 49,99;0
200;13/01/2022;6;123001;90056;2;R$ 51,98;0
201;13/01/2022;5;123000;90005;4;R$ 79,96;0
202;13/01/2022;4;123008;90059;4;R$ 359,96;0
203;13/01/2022;1;123000;90011;1;R$ 17,99;0
204;13/01/2022;6;123008;90065;1;R$ 89,99;0
205;13/01/2022;2;123005;90069;3;R$ 134,97;0
206;13/01/2022;5;123007;90067;2;R$ 119,98;0
207;13/01/2022;6;123001;90028;2;R$ 51,98;0
208;13/01/2022;7;123007;90086;1;R$ 59,99;0
209;13/01/2022;2;123003;90070;3;R$ 83,97;0
210;13/01/2022;9;123002;90039;2;R$ 55,98;0
211;13/01/2022;7;123002;90018;2;R$ 55,98;0
212;13/01/2022;9;123001;90091;2;R$ 51,98;0
213;13/01/2022;10;123002;90046;3;R$ 83,97;0
214;13/01/2022;3;123000;90001;3;R$ 59,97;0
215;13/01/2022;7;123007;90036;2;R$ 119,98;0
216;13/01/2022;2;123007;90092;2;R$ 119,98;0
217;13/01/2022;4;123006;90071;2;R$ 111,98;0
218;13/01/2022;6;123003;90010;3;R$ 83,97;0
219;13/01/2022;8;123003;90027;3;R$ 83,97;0
220;13/01/2022;1;123002;90034;2;R$ 55,98;0
221;13/01/2022;2;123007;90095;1;R$ 53,99;0
222;13/01/2022;6;123002;90094;3;R$ 83,97;0
223;14/01/2022;8;123006;90001;1;R$ 55,99;0
224;14/01/2022;4;123006;90003;2;R$ 100,78;1
225;14/01/2022;3;123002;90058;2;R$ 50,38;1
226;14/01/2022;8;123006;90097;2;R$ 111,98;0
227;14/01/2022;9;123004;90019;1;R$ 35,99;0
228;14/01/2022;9;123008;90007;1;R$ 89,99;0
229;14/01/2022;10;123006;90090;3;R$ 167,97;0
230;14/01/2022;7;123008;90016;1;R$ 89,99;0
231;14/01/2022;6;123005;90000;2;R$ 99,98;0
232;14/01/2022;4;123002;90053;2;R$ 55,98;0
233;14/01/2022;6;123005;90002;2;R$ 99,98;0
234;14/01/2022;5;123001;90074;2;R$ 51,98;0
235;14/01/2022;4;123002;90025;2;R$ 55,98;0
236;14/01/2022;4;123007;90030;2;R$ 119,98;0
237;14/01/2022;8;123005;90007;1;R$ 49,99;0
238;14/01/2022;10;123007;90020;3;R$ 179,97;0
239;14/01/2022;9;123008;90039;3;R$ 269,97;0
240;14/01/2022;9;123002;90074;1;R$ 27,99;0
241;14/01/2022;3;123005;90055;1;R$ 49,99;0
242;14/01/2022;7;123000;90071;3;R$ 59,97;0
243;14/01/2022;3;123007;90067;3;R$ 161,97;0
244;14/01/2022;9;123008;90018;3;R$ 269,97;0
245;14/01/2022;3;123004;90070;2;R$ 64,78;1
246;14/01/2022;2;123006;90076;2;R$ 111,98;0
247;14/01/2022;9;123003;90012;1;R$ 27,99;0
248;14/01/2022;2;123002;90098;1;R$ 27,99;0
249;14/01/2022;7;123003;90001;3;R$ 83,97;0
250;15/01/2022;3;123006;90068;2;R$ 100,78;1
251;15/01/2022;9;123009;90049;2;R$ 165,58;1
252;15/01/2022;9;123008;90071;3;R$ 269,97;0
253;15/01/2022;6;123004;90042;1;R$ 35,99;0
254;15/01/2022;2;123001;90036;2;R$ 51,98;0
255;15/01/2022;3;123005;90032;3;R$ 149,97;0
256;16/01/2022;2;123001;90065;2;R$ 51,98;0
257;16/01/2022;9;123003;90074;2;R$ 55,98;0
258;17/01/2022;2;123001;90092;1;R$ 25,99;0
259;17/01/2022;9;123008;90097;3;R$ 269,97;0
260;18/01/2022;10;123008;90071;2;R$ 179,98;0
261;18/01/2022;7;123007;90065;3;R$ 179,97;0
262;18/01/2022;4;123005;90007;2;R$ 99,98;0
263;19/01/2022;1;123005;90021;2;R$ 99,98;0
264;19/01/2022;1;123005;90030;3;R$ 149,97;0
265;19/01/2022;6;123001;90006;3;R$ 77,97;0
266;19/01/2022;7;123007;90062;4;R$ 239,96;0
267;19/01/2022;4;123002;90079;2;R$ 50,38;1
268;19/01/2022;7;123008;90038;3;R$ 269,97;0
269;19/01/2022;4;123002;90094;3;R$ 83,97;0
270;19/01/2022;1;123001;90063;2;R$ 46,78;1
271;19/01/2022;5;123008;90045;3;R$ 269,97;0
272;19/01/2022;9;123003;90043;3;R$ 83,97;0
273;19/01/2022;9;123009;90069;1;R$ 91,99;0
274;19/01/2022;2;123004;90001;3;R$ 97,17;1
275;19/01/2022;6;123008;90050;3;R$ 269,97;0
276;19/01/2022;8;123009;90059;3;R$ 275,97;0
277;19/01/2022;9;123001;90084;3;R$ 77,97;0
278;19/01/2022;2;123001;90079;4;R$ 103,96;0
279;19/01/2022;1;123000;90068;3;R$ 59,97;0
280;19/01/2022;8;123001;90080;3;R$ 70,17;1
281;19/01/2022;8;123003;90046;1;R$ 27,99;0
282;19/01/2022;8;123005;90059;2;R$ 89,98;0
283;19/01/2022;4;123001;90012;1;R$ 25,99;0
284;19/01/2022;5;123007;90008;3;R$ 179,97;0
285;19/01/2022;2;123009;90018;1;R$ 91,99;0
286;19/01/2022;8;123008;90031;1;R$ 89,99;0
287;19/01/2022;7;123002;90065;3;R$ 83,97;0
288;19/01/2022;1;123001;90072;4;R$ 93,56;1
289;19/01/2022;5;123005;90058;3;R$ 149,97;0
290;19/01/2022;7;123003;90014;2;R$ 55,98;0
291;19/01/2022;6;123006;90008;2;R$ 111,98;0
292;19/01/2022;2;123007;90045;2;R$ 119,98;0
293;20/01/2022;8;123008;90009;2;R$ 179,98;0
294;20/01/2022;4;123006;90056;2;R$ 111,98;0
295;20/01/2022;1;123004;90058;2;R$ 71,98;0
296;20/01/2022;2;123007;90093;1;R$ 53,99;0
297;20/01/2022;2;123009;90023;2;R$ 183,98;0
298;20/01/2022;1;123004;90046;4;R$ 143,96;0
299;20/01/2022;4;123000;90062;2;R$ 35,98;0
300;20/01/2022;9;123008;90047;3;R$ 269,97;0
301;20/01/2022;5;123005;90011;3;R$ 149,97;0
302;20/01/2022;5;123001;90053;2;R$ 51,98;0
303;20/01/2022;3;123007;90031;1;R$ 59,99;0
304;20/01/2022;2;123005;90091;2;R$ 89,98;0
305;21/01/2022;5;123002;90094;3;R$ 83,97;0
306;21/01/2022;6;123005;90022;4;R$ 199,96;0
307;21/01/2022;9;123002;90078;2;R$ 55,98;0
308;21/01/2022;3;123003;90050;2;R$ 55,98;0
309;21/01/2022;9;123008;90097;3;R$ 242,97;0
310;21/01/2022;3;123001;90027;4;R$ 103,96;0
311;21/01/2022;10;123004;90014;2;R$ 71,98;0
312;21/01/2022;9;123007;90093;1;R$ 59,99;0
313;22/01/2022;7;123008;90084;1;R$ 89,99;0
314;22/01/2022;8;123003;90052;2;R$ 55,98;0
315;22/01/2022;4;123005;90023;3;R$ 149,97;0
316;22/01/2022;9;123001;90060;1;R$ 25,99;0
317;22/01/2022;7;123006;90038;3;R$ 167,97;0
318;22/01/2022;10;123007;90019;2;R$ 119,98;0
319;22/01/2022;6;123009;90094;1;R$ 91,99;0
320;22/01/2022;5;123003;90068;4;R$ 111,96;0
321;22/01/2022;9;123005;90004;2;R$ 89,98;0
322;22/01/2022;9;123007;90038;2;R$ 107,98;0
323;22/01/2022;9;123002;90095;3;R$ 75,57;1
324;22/01/2022;8;123001;90053;3;R$ 77,97;0
325;22/01/2022;7;123005;90012;2;R$ 99,98;0
326;22/01/2022;8;123004;90083;3;R$ 107,97;0
327;22/01/2022;9;123008;90055;2;R$ 179,98;0
328;22/01/2022;1;123007;90085;1;R$ 59,99;0
329;22/01/2022;8;123007;90009;1;R$ 53,99;0
330;22/01/2022;2;123003;90070;2;R$ 50,38;1
331;22/01/2022;9;123003;90050;4;R$ 111,96;0
332;22/01/2022;7;123002;90051;3;R$ 83,97;0
333;22/01/2022;2;123002;90002;2;R$ 55,98;0
334;22/01/2022;10;123009;90044;3;R$ 275,97;0
335;22/01/2022;7;123004;90088;3;R$ 107,97;0
336;22/01/2022;3;123007;90005;1;R$ 59,99;0
337;22/01/2022;6;123004;90046;3;R$ 107,97;0
338;22/01/2022;1;123000;90052;2;R$ 39,98;0
339;22/01/2022;4;123009;90069;3;R$ 275,97;0
340;22/01/2022;7;123008;90015;1;R$ 89,99;0
341;22/01/2022;6;123004;90091;3;R$ 107,97;0
342;22/01/2022;9;123008;90017;2;R$ 189,99;0
343;23/01/2022;6;123001;90031;3;R$ 77,97;0
344;23/01/2022;9;123005;90069;2;R$ 99,98;0
345;23/01/2022;3;123006;90007;4;R$ 201,56;1
346;23/01/2022;3;123002;90059;3;R$ 83,97;0
347;23/01/2022;8;123004;90080;2;R$ 71,98;0
348;23/01/2022;6;123005;90064;1;R$ 44,99;0
349;23/01/2022;3;123003;90028;1;R$ 27,99;0
350;23/01/2022;5;123004;90086;2;R$ 71,98;0
351;23/01/2022;9;123005;90096;1;R$ 49,99;0
352;23/01/2022;6;123004;90001;4;R$ 143,96;0
353;24/01/2022;3;123001;90012;4;R$ 103,96;0
354;24/01/2022;7;123006;90065;1;R$ 55,99;0
355;24/01/2022;5;123008;90039;3;R$ 269,97;0
356;24/01/2022;8;123005;90060;2;R$ 89,98;0
357;24/01/2022;6;123004;90096;2;R$ 71,98;0
358;24/01/2022;9;123005;90086;2;R$ 99,98;0
359;24/01/2022;4;123009;90018;2;R$ 183,98;0
360;24/01/2022;1;123008;90042;2;R$ 161,98;0
361;24/01/2022;7;123005;90083;3;R$ 149,97;0
362;24/01/2022;5;123001;90060;2;R$ 46,78;1
363;24/01/2022;4;123002;90088;4;R$ 111,96;0
364;24/01/2022;5;123006;90076;2;R$ 111,98;0
365;24/01/2022;2;123003;90066;4;R$ 100,76;1
366;24/01/2022;10;123003;90022;1;R$ 27,99;0
367;24/01/2022;1;123004;90023;1;R$ 32,39;1
368;24/01/2022;7;123004;90003;3;R$ 107,97;0
369;25/01/2022;4;123004;90024;2;R$ 71,98;0
370;25/01/2022;6;123006;90091;2;R$ 111,98;0
371;25/01/2022;2;123004;90005;3;R$ 107,97;0
372;25/01/2022;3;123006;90077;1;R$ 55,99;0
373;25/01/2022;2;123006;90069;3;R$ 167,97;0
374;25/01/2022;5;123004;90061;1;R$ 35,99;0
375;25/01/2022;6;123000;90060;2;R$ 39,98;0
376;25/01/2022;2;123000;90007;2;R$ 39,98;0
377;25/01/2022;2;123000;90062;3;R$ 59,97;0
378;25/01/2022;6;123005;90081;3;R$ 149,97;0
379;25/01/2022;6;123008;90022;2;R$ 179,98;0
380;25/01/2022;5;123008;90093;3;R$ 269,97;0
381;25/01/2022;3;123008;90036;1;R$ 89,99;0
382;25/01/2022;5;123002;90077;1;R$ 27,99;0
383;25/01/2022;9;123000;90009;2;R$ 39,98;0
384;25/01/2022;5;123004;90014;2;R$ 71,98;0
385;25/01/2022;6;123005;90018;1;R$ 49,99;0
386;25/01/2022;4;123007;90067;4;R$ 239,96;0
387;25/01/2022;3;123008;90054;2;R$ 161,98;0
388;25/01/2022;8;123004;90061;1;R$ 35,99;0
389;25/01/2022;6;123006;90058;2;R$ 111,98;0
390;25/01/2022;4;123004;90058;4;R$ 143,96;0
391;26/01/2022;4;123006;90024;2;R$ 100,78;1
392;26/01/2022;1;123001;90019;3;R$ 70,17;1
393;26/01/2022;5;123003;90093;2;R$ 55,98;0
394;26/01/2022;4;123005;90001;1;R$ 49,99;0
395;27/01/2022;1;123009;90034;2;R$ 165,58;1
396;27/01/2022;5;123000;90033;1;R$ 19,99;0
397;27/01/2022;6;123008;90052;2;R$ 179,98;0
398;27/01/2022;8;123007;90053;4;R$ 239,96;0
399;27/01/2022;4;123008;90002;2;R$ 179,98;0
400;27/01/2022;2;123002;90046;2;R$ 55,98;0
401;27/01/2022;6;123004;90026;1;R$ 35,99;0
402;27/01/2022;9;123003;90079;1;R$ 27,99;0
403;27/01/2022;9;123007;90025;4;R$ 215,96;0
404;27/01/2022;8;123007;90008;2;R$ 119,98;0
405;27/01/2022;5;123006;90046;2;R$ 111,98;0
406;27/01/2022;4;123008;90079;2;R$ 179,98;0
407;27/01/2022;4;123007;90037;2;R$ 119,98;0
408;27/01/2022;7;123006;90031;2;R$ 111,98;0
409;27/01/2022;5;123001;90058;2;R$ 51,98;0
410;27/01/2022;7;123006;90008;2;R$ 111,98;0
411;27/01/2022;6;123008;90062;3;R$ 269,97;0
412;27/01/2022;2;123003;90015;3;R$ 75,57;1
413;27/01/2022;2;123005;90041;1;R$ 49,99;0
414;27/01/2022;8;123006;90003;3;R$ 151,17;1
415;28/01/2022;8;123003;90086;2;R$ 55,98;0
416;28/01/2022;9;123007;90085;2;R$ 119,98;0
417;28/01/2022;7;123002;90036;3;R$ 75,57;1
418;28/01/2022;9;123007;90000;1;R$ 59,99;0
419;28/01/2022;3;123008;90020;2;R$ 179,98;0
420;28/01/2022;8;123002;90077;4;R$ 111,96;0
421;29/01/2022;10;123008;90053;3;R$ 269,97;0
422;29/01/2022;8;123009;90069;3;R$ 275,97;0
423;29/01/2022;1;123004;90098;2;R$ 71,98;0
424;29/01/2022;8;123008;90017;3;R$ 242,97;0
425;29/01/2022;2;123005;90028;2;R$ 99,98;0
426;29/01/2022;5;123007;90070;3;R$ 179,97;0
427;29/01/2022;9;123003;90023;2;R$ 55,98;0
428;30/01/2022;3;123006;90019;1;R$ 55,99;0
429;30/01/2022;9;123005;90094;2;R$ 99,98;0
430;30/01/2022;6;123003;90023;4;R$ 111,96;0
431;30/01/2022;8;123002;90073;3;R$ 83,97;0
432;30/01/2022;4;123006;90078;2;R$ 81,98;0
433;31/01/2022;3;123003;90059;1;R$ 27,99;0
434;31/01/2022;8;123005;90041;2;R$ 99,98;0
435;31/01/2022;7;123004;90089;3;R$ 107,97;0
436;31/01/2022;3;123004;90030;2;R$ 71,98;0
437;31/01/2022;8;123002;90007;2;R$ 55,98;0
438;31/01/2022;9;123003;90079;3;R$ 75,57;1
439;31/01/2022;7;123008;90076;3;R$ 269,97;0
440;31/01/2022;2;123000;90029;2;R$ 39,98;0
441;31/01/2022;2;123002;90022;2;R$ 55,98;0
442;31/01/2022;8;123005;90075;1;R$ 49,99;0
443;31/01/2022;7;123004;90087;1;R$ 35,99;0
444;31/01/2022;9;123008;90053;2;R$ 179,98;0
445;01/02/2022;4;123002;90025;3;R$ 83,97;0
446;01/02/2022;5;123005;90029;3;R$ 134,97;0
447;01/02/2022;7;123008;90072;3;R$ 269,97;0
448;01/02/2022;10;123008;90043;3;R$ 269,97;0
449;01/02/2022;4;123003;90060;2;R$ 50,38;1
450;02/02/2022;8;123004;90048;3;R$ 107,97;0
451;02/02/2022;7;123002;90050;1;R$ 27,99;0
452;02/02/2022;8;123003;90095;2;R$ 50,38;1
453;02/02/2022;3;123002;90049;1;R$ 27,99;0
454;02/02/2022;9;123003;90007;2;R$ 55,98;0
455;03/02/2022;4;123005;90040;3;R$ 149,97;0
456;03/02/2022;4;123003;90028;2;R$ 55,98;0
457;03/02/2022;7;123007;90022;3;R$ 179,97;0
458;03/02/2022;2;123003;90005;1;R$ 27,99;0
459;03/02/2022;6;123006;90038;2;R$ 111,98;0
460;04/02/2022;6;123004;90025;2;R$ 71,98;0
461;04/02/2022;2;123001;90006;1;R$ 25,99;0
462;04/02/2022;7;123007;90063;2;R$ 119,98;0
463;05/02/2022;7;123002;90012;2;R$ 55,98;0
464;05/02/2022;6;123003;90003;2;R$ 55,98;0
465;05/02/2022;9;123003;90090;2;R$ 55,98;0
466;06/02/2022;3;123007;90003;3;R$ 179,97;0
467;06/02/2022;2;123000;90076;3;R$ 53,97;0
468;06/02/2022;9;123006;90045;2;R$ 111,98;0
469;06/02/2022;7;123000;90098;3;R$ 59,97;0
470;06/02/2022;9;123003;90016;1;R$ 27,99;0
471;06/02/2022;3;123003;90022;2;R$ 55,98;0
472;06/02/2022;5;123002;90008;2;R$ 55,98;0
473;06/02/2022;7;123007;90067;2;R$ 119,98;0
474;06/02/2022;4;123009;90009;2;R$ 183,98;0
475;06/02/2022;2;123009;90081;2;R$ 183,98;0
476;06/02/2022;3;123001;90039;4;R$ 103,96;0
477;06/02/2022;3;123004;90021;1;R$ 35,99;0
478;06/02/2022;4;123005;90074;3;R$ 149,97;0
479;06/02/2022;4;123002;90052;2;R$ 55,98;0
